Date : 2025-05-16 07:19:31
Directory : d:\Flutterrrr\FlutterProjects\events_jo\lib
Total : 300 files,  10401 codes, 155 comments, 863 blanks, all 11419 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| features\auth\representation\pages                                                                                                        |          2 |         -2 |          1 |          2 |          1 |
| features\chat                                                                                                                             |         10 |        495 |          5 |         68 |        568 |
| features\chat\data                                                                                                                        |          1 |         68 |          3 |         11 |         82 |
| features\chat\domain                                                                                                                      |          3 |         70 |          0 |         12 |         82 |
| features\chat\domain\models                                                                                                               |          2 |         57 |          0 |         10 |         67 |
| features\chat\domain\repo                                                                                                                 |          1 |         13 |          0 |          2 |         15 |
| features\chat\representation                                                                                                              |          6 |        357 |          2 |         45 |        404 |
| features\chat\representation\cubits                                                                                                       |          4 |         74 |          0 |         27 |        101 |
| features\chat\representation\cubits\chat                                                                                                  |          2 |         28 |          0 |         12 |         40 |
| features\chat\representation\cubits\message                                                                                               |          2 |         46 |          0 |         15 |         61 |
| features\chat\representation\pages                                                                                                        |          2 |        283 |          2 |         18 |        303 |
| features\events                                                                                                                           |         42 |      5,144 |        151 |        368 |      5,663 |
| features\events\courts                                                                                                                    |          8 |      1,360 |         40 |         99 |      1,499 |
| features\events\courts\representation                                                                                                     |          8 |      1,360 |         40 |         99 |      1,499 |
| features\events\courts\representation\components                                                                                          |          2 |        627 |          6 |         27 |        660 |
| features\events\courts\representation\cubits                                                                                              |          4 |        155 |          8 |         32 |        195 |
| features\events\courts\representation\cubits\courts                                                                                       |          2 |         47 |          0 |         12 |         59 |
| features\events\courts\representation\cubits\single court                                                                                 |          2 |        108 |          8 |         20 |        136 |
| features\events\courts\representation\pages                                                                                               |          2 |        578 |         26 |         40 |        644 |
| features\events\shared                                                                                                                    |         17 |      1,420 |         38 |        111 |      1,569 |
| features\events\shared\data                                                                                                               |          1 |        108 |          8 |         28 |        144 |
| features\events\shared\domain                                                                                                             |          7 |        331 |         10 |         38 |        379 |
| features\events\shared\domain\models                                                                                                      |          6 |        312 |         10 |         33 |        355 |
| features\events\shared\domain\repo                                                                                                        |          1 |         19 |          0 |          5 |         24 |
| features\events\shared\representation                                                                                                     |          9 |        981 |         20 |         45 |      1,046 |
| features\events\shared\representation\components                                                                                          |          8 |        740 |         20 |         41 |        801 |
| features\events\shared\representation\pages                                                                                               |          1 |        241 |          0 |          4 |        245 |
| features\events\weddings                                                                                                                  |         17 |      2,364 |         73 |        158 |      2,595 |
| features\events\weddings\representation                                                                                                   |         17 |      2,364 |         73 |        158 |      2,595 |
| features\events\weddings\representation\components                                                                                        |         11 |      1,531 |         10 |         62 |      1,603 |
| features\events\weddings\representation\components (Files)                                                                                |          8 |      1,230 |          8 |         50 |      1,288 |
| features\events\weddings\representation\components\details                                                                                |          3 |        301 |          2 |         12 |        315 |
| features\events\weddings\representation\cubits                                                                                            |          4 |        169 |         22 |         47 |        238 |
| features\events\weddings\representation\cubits\single venue                                                                               |          2 |        128 |         16 |         31 |        175 |
| features\events\weddings\representation\cubits\venues                                                                                     |          2 |         41 |          6 |         16 |         63 |
| features\events\weddings\representation\pages                                                                                             |          2 |        664 |         41 |         49 |        754 |
| features\home                                                                                                                             |          7 |        259 |        -27 |         -1 |        231 |
| features\home\presentation                                                                                                                |          7 |        259 |        -27 |         -1 |        231 |
| features\home\presentation\components                                                                                                     |          4 |        221 |          0 |         14 |        235 |
| features\home\presentation\pages                                                                                                          |          3 |         38 |        -27 |        -15 |         -4 |
| features\navigation                                                                                                                       |          3 |       -107 |        -14 |         -8 |       -129 |
| features\navigation\presentation                                                                                                          |          3 |       -107 |        -14 |         -8 |       -129 |
| features\order                                                                                                                            |         10 |      1,292 |         21 |        100 |      1,413 |
| features\order\data                                                                                                                       |          1 |        155 |         14 |         33 |        202 |
| features\order\domain                                                                                                                     |          3 |        113 |          0 |         10 |        123 |
| features\order\domain (Files)                                                                                                             |          1 |         26 |          0 |          2 |         28 |
| features\order\domain\models                                                                                                              |          2 |         87 |          0 |          8 |         95 |
| features\order\representation                                                                                                             |          6 |      1,024 |          7 |         57 |      1,088 |
| features\order\representation\components                                                                                                  |          3 |        657 |          3 |         17 |        677 |
| features\order\representation\cubits                                                                                                      |          2 |        171 |          4 |         30 |        205 |
| features\order\representation\pages                                                                                                       |          1 |        196 |          0 |         10 |        206 |
| features\owner                                                                                                                            |         85 |      4,110 |         58 |        199 |      4,367 |
| features\owner\data                                                                                                                       |          1 |        201 |         25 |         33 |        259 |
| features\owner\domain                                                                                                                     |          2 |         22 |          0 |         10 |         32 |
| features\owner\domain\models                                                                                                              |          1 |          8 |          0 |          2 |         10 |
| features\owner\domain\repo                                                                                                                |          1 |         14 |          0 |          8 |         22 |
| features\owner\representation                                                                                                             |         82 |      3,887 |         33 |        156 |      4,076 |
| features\owner\representation\components                                                                                                  |         33 |        199 |         -1 |         22 |        220 |
| features\owner\representation\components (Files)                                                                                          |          9 |       -747 |        -17 |        -44 |       -808 |
| features\owner\representation\components\creation                                                                                         |         14 |      1,031 |         27 |         65 |      1,123 |
| features\owner\representation\components\creation (Files)                                                                                 |          9 |        631 |         15 |         45 |        691 |
| features\owner\representation\components\creation\dialogs                                                                                 |          5 |        400 |         12 |         20 |        432 |
| features\owner\representation\components\dialogs                                                                                          |          5 |       -400 |        -12 |        -20 |       -432 |
| features\owner\representation\components\venues                                                                                           |          5 |        315 |          1 |         21 |        337 |
| features\owner\representation\cubits                                                                                                      |         10 |        169 |         10 |         54 |        233 |
| features\owner\representation\cubits (Files)                                                                                              |          2 |       -120 |        -20 |        -21 |       -161 |
| features\owner\representation\cubits\courts                                                                                               |          2 |         48 |          2 |         16 |         66 |
| features\owner\representation\cubits\creation                                                                                             |          2 |        136 |         24 |         25 |        185 |
| features\owner\representation\cubits\stripe_connect                                                                                       |          2 |         55 |          2 |         18 |         75 |
| features\owner\representation\cubits\venues                                                                                               |          2 |         50 |          2 |         16 |         68 |
| features\owner\representation\pages                                                                                                       |         39 |      3,519 |         24 |         80 |      3,623 |
| features\owner\representation\pages (Files)                                                                                               |          1 |       -448 |        -90 |        -62 |       -600 |
| features\owner\representation\pages\courts                                                                                                |          5 |      1,178 |         17 |         47 |      1,242 |
| features\owner\representation\pages\creation                                                                                              |         16 |      2,165 |        133 |        172 |      2,470 |
| features\owner\representation\pages\creation (Files)                                                                                      |          4 |        792 |         67 |         81 |        940 |
| features\owner\representation\pages\creation\sub pages                                                                                    |         12 |      1,373 |         66 |         91 |      1,530 |
| features\owner\representation\pages\sub pages                                                                                             |         12 |     -1,260 |        -64 |       -134 |     -1,458 |
| features\owner\representation\pages\venues                                                                                                |          5 |      1,884 |         28 |         57 |      1,969 |
| features\settings                                                                                                                         |         17 |       -296 |        -18 |        -24 |       -338 |
| features\settings\domain                                                                                                                  |          2 |          0 |          0 |          0 |          0 |
| features\settings\domain (Files)                                                                                                          |          1 |        -15 |          0 |         -7 |        -22 |
| features\settings\domain\repos                                                                                                            |          1 |         15 |          0 |          7 |         22 |
| features\settings\representation                                                                                                          |         15 |       -296 |        -18 |        -24 |       -338 |
| features\settings\representation\components                                                                                               |          7 |         36 |          0 |          0 |         36 |
| features\settings\representation\pages                                                                                                    |          8 |       -332 |        -18 |        -24 |       -374 |
| features\settings\representation\pages (Files)                                                                                            |          6 |       -292 |        -18 |        -24 |       -334 |
| features\settings\representation\pages\sub pages                                                                                          |          2 |        -40 |          0 |          0 |        -40 |
| features\weddings                                                                                                                         |         33 |     -2,925 |       -201 |       -285 |     -3,411 |
| features\weddings\data                                                                                                                    |          1 |        -70 |        -13 |        -14 |        -97 |
| features\weddings\domain                                                                                                                  |          5 |       -171 |        -11 |        -26 |       -208 |
| features\weddings\domain\entities                                                                                                         |          4 |       -159 |         -8 |        -19 |       -186 |
| features\weddings\domain\repo                                                                                                             |          1 |        -12 |         -3 |         -7 |        -22 |
| features\weddings\representation                                                                                                          |         27 |     -2,684 |       -177 |       -245 |     -3,106 |
| features\weddings\representation\components                                                                                               |         21 |     -1,943 |        -39 |        -98 |     -2,080 |
| features\weddings\representation\components (Files)                                                                                       |         14 |     -1,133 |        -30 |        -63 |     -1,226 |
| features\weddings\representation\components\details                                                                                       |          7 |       -810 |         -9 |        -35 |       -854 |
| features\weddings\representation\cubits                                                                                                   |          4 |       -266 |        -71 |        -85 |       -422 |
| features\weddings\representation\cubits\single venue                                                                                      |          2 |       -126 |        -25 |        -32 |       -183 |
| features\weddings\representation\cubits\venues                                                                                            |          2 |       -140 |        -46 |        -53 |       -239 |
| features\weddings\representation\pages                                                                                                    |          2 |       -475 |        -67 |        -62 |       -604 |
+-------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                  | language | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\algorithms\ratings_utils.dart                                                          | Dart     |         36 |          0 |          4 |         40 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\app.dart                                                                               | Dart     |         48 |         -3 |         -1 |         44 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\enums\event_type.dart                                                                  | Dart     |         12 |          0 |          1 |         13 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\enums\order_status.dart                                                                | Dart     |         52 |          0 |          5 |         57 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\build_context_extenstions.dart                                              | Dart     |         94 |          4 |          6 |        104 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\color_extensions.dart                                                       | Dart     |         34 |          5 |          9 |         48 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\datetime_range_extensions.dart                                              | Dart     |          6 |          0 |          2 |          8 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\int_extensions.dart                                                         | Dart     |         15 |          0 |          5 |         20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\string_extensions.dart                                                      | Dart     |          7 |          2 |          3 |         12 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\extensions\widget_extensions.dart                                                      | Dart     |          6 |          0 |          2 |          8 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\packages\from to picker\from_to_picker.dart                                            | Dart     |         49 |          0 |          5 |         54 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\theme\eventsjo_theme.dart                                                              | Dart     |        144 |          3 |         10 |        157 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\theme\themes\app_icon_button_theme.dart                                                | Dart     |         15 |          0 |          2 |         17 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\constants.dart                                                                   | Dart     |         10 |          0 |          6 |         16 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\dummy.dart                                                                       | Dart     |         62 |          1 |          4 |         67 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\endpoints.dart                                                                   | Dart     |          8 |          3 |          8 |         19 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\expandable.dart                                                                  | Dart     |        238 |          2 |         24 |        264 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\loading\global_loading.dart                                                      | Dart     |          4 |          0 |          0 |          4 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\loading\global_loading_admin.dart                                                | Dart     |         17 |          0 |          1 |         18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\transition_animation.dart                                                        | Dart     |         75 |          6 |         17 |         98 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\config\utils\unique.dart                                                                      | Dart     |          8 |          3 |          3 |         14 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\eventsjo_todos.todo                                                                           | Todo     |         47 |          0 |          0 |         47 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\data\firebase_admin_repo.dart                                                  | Dart     |        188 |         14 |         34 |        236 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\domain\repos\admin_repo.dart                                                   | Dart     |         22 |          0 |         13 |         35 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_button.dart                                      | Dart     |        -19 |         -1 |          0 |        -20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_card.dart                                        | Dart     |        -19 |          0 |          0 |        -19 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_confirmation_display_row.dart                    | Dart     |        -11 |          0 |          0 |        -11 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_dashboard_card.dart                              | Dart     |        -27 |          0 |          0 |        -27 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_divider.dart                                     | Dart     |          1 |          0 |          0 |          1 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_event_list_loading_card.dart                     | Dart     |          2 |          0 |          0 |          2 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_events_card.dart                                 | Dart     |        -17 |         -1 |          0 |        -18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_home_card.dart                                   | Dart     |          9 |          0 |          0 |          9 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_loading_card.dart                                | Dart     |         -3 |          0 |          0 |         -3 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_menu_tab_bar.dart                                | Dart     |         46 |          0 |          4 |         50 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_order_card.dart                                  | Dart     |         89 |          1 |          4 |         94 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_tab_item.dart                                    | Dart     |         26 |          0 |          4 |         30 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\admin_users_card.dart                                  | Dart     |        -13 |         -1 |          0 |        -14 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\approved courts\admin_approved_court_bar.dart          | Dart     |         45 |          1 |          4 |         50 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\approved courts\admin_approved_court_summary.dart      | Dart     |         88 |          9 |         20 |        117 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\approved venues\admin_approved_venue_summary.dart      | Dart     |       -180 |        -16 |        -28 |       -224 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\approved venues\admin_approved_venues_bar.dart         | Dart     |        -37 |          0 |          0 |        -37 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\approved venues\admin_approved_venues_summary.dart     | Dart     |        119 |         12 |         26 |        157 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\empty_list.dart                                        | Dart     |         39 |          0 |          4 |         43 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\menu_tab_bar.dart                                      | Dart     |        -76 |         -2 |         -3 |        -81 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\no_requests_left.dart                                  | Dart     |        -37 |          0 |         -3 |        -40 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\owners\admin_owner_summary.dart                        | Dart     |        -52 |         -4 |         -3 |        -59 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\tab_item.dart                                          | Dart     |        -49 |          0 |         -4 |        -53 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\unapproved courts\admin_unapproved_court_summary.dart  | Dart     |         91 |          9 |         20 |        120 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\unapproved courts\admin_upapproved_court_bar.dart      | Dart     |         74 |          2 |          4 |         80 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\unapproved venues\admin_unapproved_venue_summary.dart  | Dart     |        -61 |         -4 |         -1 |        -66 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\unapproved venues\admin_upapproved_venues_bar.dart     | Dart     |        -56 |          0 |          0 |        -56 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\components\users\admin_user_summary.dart                          | Dart     |        -52 |         -4 |         -2 |        -58 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\courts\approved\admin_approved_courts_cubit.dart           | Dart     |        158 |         32 |         30 |        220 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\courts\approved\admin_approved_courts_states.dart          | Dart     |         16 |          4 |          9 |         29 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\courts\unapproved\admin_unapproved_courts_cubit.dart       | Dart     |        164 |         38 |         32 |        234 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\courts\unapproved\admin_unapproved_courts_states.dart      | Dart     |         20 |          4 |         11 |         35 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\order\admin_order_cubit.dart                               | Dart     |         71 |          1 |         10 |         82 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\order\admin_order_states.dart                              | Dart     |         20 |          0 |         12 |         32 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\single court\admin_single_court_cubit.dart                 | Dart     |         24 |          2 |          6 |         32 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\single court\admin_single_court_states.dart                | Dart     |         16 |          5 |         10 |         31 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\approve\admin_approve_cubit.dart                    | Dart     |       -157 |        -31 |        -30 |       -218 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\approve\admin_approve_states.dart                   | Dart     |        -14 |         -4 |         -9 |        -27 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\approved\admin_approve_cubit.dart                   | Dart     |        157 |         31 |         30 |        218 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\approved\admin_approve_states.dart                  | Dart     |         14 |          4 |          9 |         27 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\unapprove\admin_unapprove_cubit.dart                | Dart     |       -163 |        -38 |        -32 |       -233 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\unapprove\admin_unapprove_states.dart               | Dart     |        -16 |         -4 |        -11 |        -31 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\unapproved\admin_unapprove_cubit.dart               | Dart     |        163 |         38 |         32 |        233 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\cubits\venues\unapproved\admin_unapprove_states.dart              | Dart     |         16 |          4 |         11 |         31 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\admin_page_for_courts.dart                                  | Dart     |         45 |          2 |          9 |         56 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\admin_page_for_events.dart                                  | Dart     |         76 |          1 |          7 |         84 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\admin_page_for_orders.dart                                  | Dart     |        271 |          6 |         27 |        304 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\admin_page_for_venues.dart                                  | Dart     |         -3 |          0 |          0 |         -3 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\courts\approved\admin_approved_courts_details_page.dart     | Dart     |        100 |         11 |         17 |        128 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\courts\approved\admin_approved_courts_page.dart             | Dart     |         99 |          6 |         11 |        116 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\courts\unapproved\admin_unapproved_courts_details_page.dart | Dart     |        113 |         18 |         24 |        155 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\courts\unapproved\admin_unapproved_courts_page.dart         | Dart     |        117 |          7 |         15 |        139 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\owners\admin_owners_list_page.dart                          | Dart     |         -6 |          0 |          0 |         -6 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\users\admin_user_details_page.dart                          | Dart     |          2 |          0 |          0 |          2 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\users\admin_users_list_page.dart                            | Dart     |         -6 |          0 |          0 |         -6 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\approved\admin_approved_venue_details.dart           | Dart     |       -128 |        -13 |        -17 |       -158 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\approved\admin_approved_venue_details_page.dart      | Dart     |        131 |         13 |         17 |        161 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\approved\admin_approved_venues.dart                  | Dart     |       -105 |         -7 |         -8 |       -120 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\approved\admin_approved_venues_page.dart             | Dart     |         98 |          7 |         10 |        115 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\unapproved\admin_unapproved_venue_details.dart       | Dart     |       -142 |        -20 |        -25 |       -187 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\unapproved\admin_unapproved_venue_details_page.dart  | Dart     |        144 |         20 |         25 |        189 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\unapproved\admin_unapproved_venues.dart              | Dart     |       -121 |         -8 |        -13 |       -142 |
